Origin_Country,Destination_Country,Carrier_Name,Incoterm,Route,Gross_Weight_KG,Gross_Volume_M3,Number_of_Pieces,Requested_Lead_Time_Days,Month,Pickup_DayOfWeek,Delivery_DayOfWeek,Pickup_IsWeekend,Delivery_IsWeekend,Business_Unit_ADS,Service_Type_RTN,Hazardous_Y,Carrier_Delay_Rate,Carrier_Volume,Route_Delay_Rate,Route_Volume,Weight_Per_Piece,Is_Rush,Carrier_Route_Encoded,Route_Month_Encoded
2,6,6,0,7,575.01,0.2019,3,3,4,4,0,0,0,False,False,False,0.15355367066393683,3419,0.3,190,191.67,1,353,460
8,4,10,3,38,422.07,0.2166,1,3,3,0,3,0,0,False,False,False,0.19724375538329025,2322,0.26851098454027666,2458,422.07,1,72,375
4,2,6,1,22,1428.36,0.6788,2,1,12,6,0,1,0,False,False,False,0.15355367066393683,3419,0.2723673792557403,1263,714.18,1,330,171
8,5,3,2,39,3224.98,1.7474,15,5,6,0,5,0,1,True,True,True,0.491083079599826,2299,0.26510944135903297,6122,214.99866666666668,0,227,390
2,7,4,3,8,221.61,0.1064,2,5,12,5,6,1,1,False,True,False,0.12867729620480575,4453,0.273972602739726,73,110.805,0,274,469
6,5,0,2,34,6076.09,2.3351,6,6,2,5,0,1,0,True,True,False,0.27633417155630063,3579,0.3247232472324723,271,1012.6816666666667,0,27,326
8,5,8,1,39,1112.75,0.8422,7,5,7,5,5,1,1,True,True,False,0.257201646090535,2916,0.26510944135903297,6122,158.96428571428572,0,429,391
2,5,6,0,6,687.0,0.3589,3,1,3,2,3,0,0,False,False,False,0.15355367066393683,3419,0.26096491228070173,912,229.0,1,352,447
4,2,0,2,22,1371.93,0.5239,3,2,6,3,6,0,1,False,True,False,0.27633417155630063,3579,0.2723673792557403,1263,457.31,1,15,176
8,5,8,1,39,3957.19,2.8972,7,4,11,5,3,1,0,True,True,False,0.257201646090535,2916,0.26510944135903297,6122,565.3128571428572,0,429,384
2,5,4,1,6,759.63,0.4362,6,2,1,5,1,1,0,False,True,False,0.12867729620480575,4453,0.26096491228070173,912,126.605,1,272,442
4,10,11,2,27,691.32,0.3911,6,6,3,4,5,0,1,False,True,False,0.22524436889077773,2353,0.25862068965517243,58,115.22000000000001,0,101,233
2,4,7,2,5,6620.03,2.4579,17,2,9,5,1,1,0,True,True,True,0.45885916203937405,1981,0.2680851063829787,2820,389.41352941176467,1,391,441
6,4,2,1,33,1472.74,0.8078,8,8,10,6,2,1,0,False,True,False,0.2719298245614035,456,0.27261146496815286,785,184.0925,0,181,311
4,4,7,1,23,205.62,0.1196,1,2,3,3,5,0,1,False,True,False,0.45885916203937405,1981,0.2726831635128578,2061,205.62,1,372,185
8,2,3,1,37,793.65,0.4596,3,5,3,0,5,0,1,False,True,False,0.491083079599826,2299,0.26897470039946736,1502,264.55,0,225,363
5,4,1,1,31,2328.11,0.9495,21,1,1,5,6,1,1,True,False,True,0.29347368421052633,2375,0.27392120075046905,1066,110.86238095238096,1,146,286
4,4,11,1,23,4257.14,2.5895,11,3,10,0,2,0,0,True,True,True,0.22524436889077773,2353,0.2726831635128578,2061,387.0127272727273,1,97,181
2,4,3,1,5,7293.6,2.3911,19,2,9,6,1,1,0,True,True,True,0.491083079599826,2299,0.2680851063829787,2820,383.87368421052633,1,230,441
2,4,8,2,5,453.21,0.3529,2,3,8,1,4,0,0,False,False,False,0.257201646090535,2916,0.2680851063829787,2820,226.605,1,432,440
4,6,3,3,24,8904.96,7.0807,18,2,9,3,5,0,1,True,True,False,0.491083079599826,2299,0.25328330206378985,533,494.71999999999997,1,211,203
1,4,10,1,3,3108.62,2.2876,6,5,4,5,6,1,1,True,True,True,0.19724375538329025,2322,0.27113095238095236,3360,518.1033333333334,0,63,400
8,5,4,1,39,615.91,0.3023,2,5,6,6,6,1,1,False,True,False,0.12867729620480575,4453,0.26510944135903297,6122,307.955,0,268,390
4,4,8,2,23,6443.87,3.1531,20,4,6,0,3,0,0,True,True,True,0.257201646090535,2916,0.2726831635128578,2061,322.1935,0,412,188
8,5,2,2,39,3111.15,1.8262,15,5,7,5,4,1,0,True,True,False,0.2719298245614035,456,0.26510944135903297,6122,207.41,0,187,391
2,5,4,1,6,395.5,0.1517,1,1,11,4,5,0,1,False,False,True,0.12867729620480575,4453,0.26096491228070173,912,395.5,1,272,444
1,5,5,0,4,587.07,0.2685,8,4,12,4,1,0,0,False,False,False,0.2894486692015209,2104,0.27880434782608693,1840,73.38375,0,309,421
8,5,11,3,39,2903.57,1.011,11,6,8,0,0,0,0,False,True,False,0.22524436889077773,2353,0.26510944135903297,6122,263.9609090909091,0,114,392
5,4,9,3,31,1070.88,0.509,5,3,8,2,4,0,0,False,True,True,0.5224839400428265,1401,0.27392120075046905,1066,214.17600000000002,1,462,296
1,4,7,0,3,376.95,0.1497,3,9,8,1,4,0,0,False,True,True,0.45885916203937405,1981,0.27113095238095236,3360,125.64999999999999,0,378,404
5,5,1,0,32,426.37,0.1711,3,1,5,5,0,1,0,False,True,False,0.29347368421052633,2375,0.30666666666666664,75,142.12333333333333,1,147,305
4,2,7,1,22,1679.34,1.1775,8,1,11,4,5,0,1,False,False,False,0.45885916203937405,1981,0.2723673792557403,1263,209.9175,1,371,170
8,5,6,2,39,985.73,0.3294,5,6,7,3,3,0,0,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,197.14600000000002,0,348,391
2,4,7,0,5,2520.41,1.0197,20,3,10,6,2,1,0,True,True,False,0.45885916203937405,1981,0.2680851063829787,2820,126.0205,1,391,431
5,4,10,1,31,4045.13,2.9268,14,3,11,0,3,0,0,True,False,False,0.19724375538329025,2322,0.27392120075046905,1066,288.9378571428571,1,65,288
8,4,1,0,38,1752.11,1.2817,2,1,3,5,6,1,1,True,False,True,0.29347368421052633,2375,0.26851098454027666,2458,876.055,1,153,375
6,4,4,2,33,965.11,0.6985,6,8,3,2,5,0,1,False,True,False,0.12867729620480575,4453,0.27261146496815286,785,160.85166666666666,0,262,315
6,4,8,1,33,731.87,0.436,6,7,7,3,5,0,1,False,True,False,0.257201646090535,2916,0.27261146496815286,785,121.97833333333334,0,423,319
8,5,6,1,39,713.76,0.2152,2,5,4,4,3,0,0,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,356.88,0,348,388
2,4,0,3,5,11880.88,4.4597,5,3,7,4,0,0,0,True,False,True,0.27633417155630063,3579,0.2680851063829787,2820,2376.176,1,35,439
1,4,4,3,3,1191.28,0.5397,8,5,5,5,5,1,1,False,True,False,0.12867729620480575,4453,0.27113095238095236,3360,148.91,0,258,401
1,5,8,0,4,1049.56,0.7724,8,7,1,0,1,0,0,False,True,False,0.257201646090535,2916,0.27880434782608693,1840,131.195,0,430,418
2,4,1,3,5,7453.35,2.5656,11,2,5,3,6,0,1,True,True,True,0.29347368421052633,2375,0.2680851063829787,2820,677.5772727272728,1,157,437
2,4,5,3,5,1391.21,0.6265,4,2,1,4,0,0,0,False,True,False,0.2894486692015209,2104,0.2680851063829787,2820,347.8025,1,311,430
8,4,8,2,38,3831.55,2.4878,7,5,1,6,4,1,0,True,True,True,0.257201646090535,2916,0.26851098454027666,2458,547.3642857142858,0,428,370
1,5,11,0,4,2286.78,1.3899,14,4,12,0,4,0,0,False,False,False,0.22524436889077773,2353,0.27880434782608693,1840,163.3414285714286,0,115,421
1,4,5,2,3,592.05,0.2819,7,7,5,3,5,0,1,False,True,False,0.2894486692015209,2104,0.27113095238095236,3360,84.57857142857142,0,298,401
8,5,9,3,39,727.79,0.2454,6,1,1,5,6,1,1,False,False,False,0.5224839400428265,1401,0.26510944135903297,6122,121.29833333333333,1,470,382
8,5,8,2,39,991.53,0.5197,4,5,5,3,2,0,0,False,True,False,0.257201646090535,2916,0.26510944135903297,6122,247.8825,0,429,389
0,4,4,3,0,2230.61,0.7068,13,6,1,0,0,0,0,False,True,False,0.12867729620480575,4453,0.2847222222222222,432,171.5853846153846,0,235,0
1,5,4,2,4,2319.5,0.8968,11,1,6,2,3,0,0,False,False,False,0.12867729620480575,4453,0.27880434782608693,1840,210.86363636363637,1,269,426
1,4,11,3,3,3082.77,1.6696,21,6,11,4,4,0,0,False,True,False,0.22524436889077773,2353,0.27113095238095236,3360,146.79857142857142,0,104,396
8,2,0,2,37,5878.29,4.3484,9,5,4,4,3,0,0,True,True,True,0.27633417155630063,3579,0.26897470039946736,1502,653.1433333333333,0,30,364
1,4,10,2,3,2075.96,1.1053,12,5,6,3,1,0,0,True,False,False,0.19724375538329025,2322,0.27113095238095236,3360,172.99666666666667,0,63,402
3,12,6,1,17,1123.73,0.8334,3,5,7,6,6,1,1,True,True,True,0.15355367066393683,3419,0.2695035460992908,141,374.57666666666665,0,324,105
8,4,11,3,38,1721.48,1.0434,7,5,10,6,5,1,1,False,True,False,0.22524436889077773,2353,0.26851098454027666,2458,245.9257142857143,0,113,371
8,5,10,1,39,1140.07,0.7167,2,5,8,6,6,1,1,False,True,False,0.19724375538329025,2322,0.26510944135903297,6122,570.035,0,73,392
3,12,1,3,17,850.31,0.6063,6,6,5,6,0,1,0,False,True,False,0.29347368421052633,2375,0.2695035460992908,141,141.71833333333333,0,131,103
1,5,10,2,4,1022.19,0.7943,4,6,5,0,0,0,0,False,True,False,0.19724375538329025,2322,0.27880434782608693,1840,255.5475,0,74,425
1,5,7,1,4,1773.03,1.007,4,7,3,0,1,0,0,False,True,True,0.45885916203937405,1981,0.27880434782608693,1840,443.2575,0,389,423
4,2,0,3,22,1327.44,0.7324,8,1,10,5,6,1,1,False,False,False,0.27633417155630063,3579,0.2723673792557403,1263,165.93,1,15,169
4,1,8,3,21,3343.27,2.5844,5,5,7,0,6,0,1,True,True,False,0.257201646090535,2916,0.18867924528301888,53,668.654,0,410,165
1,5,11,1,4,5847.69,2.713,13,8,12,0,2,0,0,True,True,True,0.22524436889077773,2353,0.27880434782608693,1840,449.8223076923077,0,115,421
2,4,4,2,5,1619.04,1.2471,2,4,12,0,3,0,0,False,True,False,0.12867729620480575,4453,0.2680851063829787,2820,809.52,0,271,433
8,5,10,3,39,7730.17,3.7123,23,1,7,2,3,0,0,True,False,True,0.19724375538329025,2322,0.26510944135903297,6122,336.09434782608696,1,73,391
8,5,0,3,39,3401.73,2.433,14,5,6,0,5,0,1,False,True,False,0.27633417155630063,3579,0.26510944135903297,6122,242.9807142857143,0,32,390
8,5,5,2,39,1917.98,1.0239,4,5,1,5,4,1,0,False,True,False,0.2894486692015209,2104,0.26510944135903297,6122,479.495,0,308,382
8,5,11,0,39,684.44,0.5026,8,5,6,4,3,0,0,False,True,False,0.22524436889077773,2353,0.26510944135903297,6122,85.555,0,114,390
1,5,7,2,4,382.55,0.2519,3,5,10,5,6,1,1,False,True,True,0.45885916203937405,1981,0.27880434782608693,1840,127.51666666666667,0,389,419
1,4,4,1,3,8850.76,5.388,17,6,6,1,1,0,0,True,True,False,0.12867729620480575,4453,0.27113095238095236,3360,520.6329411764706,0,258,402
1,4,5,0,3,7625.49,4.3417,10,6,3,6,0,1,0,True,True,False,0.2894486692015209,2104,0.27113095238095236,3360,762.549,0,298,399
8,5,8,2,39,9608.68,7.2033,14,6,4,0,0,0,0,True,True,False,0.257201646090535,2916,0.26510944135903297,6122,686.3342857142858,0,429,388
8,4,10,3,38,3327.03,1.6061,13,5,3,2,1,0,0,True,True,True,0.19724375538329025,2322,0.26851098454027666,2458,255.92538461538464,0,72,375
5,2,3,2,30,1076.02,0.54,3,2,9,5,1,1,0,False,True,False,0.491083079599826,2299,0.2756024096385542,664,358.67333333333335,1,218,285
1,5,0,1,4,929.75,0.657,7,7,1,3,4,0,0,False,True,True,0.27633417155630063,3579,0.27880434782608693,1840,132.82142857142858,0,33,418
3,0,4,0,12,3739.03,2.4525,16,6,1,0,0,0,0,True,True,True,0.12867729620480575,4453,0.30275229357798167,218,233.689375,0,239,36
8,4,0,0,38,898.84,0.5471,4,4,4,2,0,0,0,True,True,True,0.27633417155630063,3579,0.26851098454027666,2458,224.71,0,31,376
8,5,3,0,39,7582.16,6.0432,12,1,2,0,1,0,0,True,False,False,0.491083079599826,2299,0.26510944135903297,6122,631.8466666666667,1,227,386
8,2,3,0,37,816.54,0.2554,2,6,9,3,3,0,0,False,True,False,0.491083079599826,2299,0.26897470039946736,1502,408.27,0,225,369
8,5,0,1,39,3600.81,2.5665,10,4,5,5,2,1,0,True,False,False,0.27633417155630063,3579,0.26510944135903297,6122,360.081,0,32,389
5,4,4,2,31,1950.17,1.1936,7,4,2,0,3,0,0,False,True,False,0.12867729620480575,4453,0.27392120075046905,1066,278.5957142857143,0,260,290
1,5,4,1,4,615.41,0.2371,6,3,6,6,2,1,0,False,False,False,0.12867729620480575,4453,0.27880434782608693,1840,102.56833333333333,1,269,426
8,5,10,2,39,7527.32,5.9751,15,3,3,0,3,0,0,True,False,True,0.19724375538329025,2322,0.26510944135903297,6122,501.8213333333333,1,73,387
4,14,3,3,28,1104.86,0.6367,2,18,3,5,2,1,0,False,False,False,0.491083079599826,2299,0.2905982905982906,117,552.43,0,215,245
1,4,4,1,3,912.17,0.4566,6,6,12,2,2,0,0,False,True,False,0.12867729620480575,4453,0.27113095238095236,3360,152.02833333333334,0,258,397
1,4,7,0,3,1102.17,0.3312,3,7,2,6,1,1,0,False,True,True,0.45885916203937405,1981,0.27113095238095236,3360,367.39000000000004,0,378,398
5,2,11,3,30,436.16,0.2022,2,2,12,3,5,0,1,False,True,False,0.22524436889077773,2353,0.2756024096385542,664,218.08,1,105,277
4,4,0,3,23,3443.09,1.2815,11,1,2,2,3,0,0,False,False,False,0.27633417155630063,3579,0.2726831635128578,2061,313.0081818181818,1,16,184
8,4,4,1,38,552.64,0.3972,6,6,3,2,2,0,0,False,True,False,0.12867729620480575,4453,0.26851098454027666,2458,92.10666666666667,0,267,375
3,10,9,0,16,6810.96,4.606,13,5,9,2,1,0,0,True,True,False,0.5224839400428265,1401,0.27702702702702703,148,523.92,0,445,95
2,4,5,1,5,613.62,0.4788,6,2,6,3,6,0,1,False,True,False,0.2894486692015209,2104,0.2680851063829787,2820,102.27,1,311,438
4,4,3,1,23,924.67,0.4641,4,1,11,5,6,1,1,False,False,False,0.491083079599826,2299,0.2726831635128578,2061,231.1675,1,210,182
1,4,10,1,3,11119.1,4.3421,24,3,3,6,2,1,0,True,False,False,0.19724375538329025,2322,0.27113095238095236,3360,463.29583333333335,1,63,399
8,4,5,1,38,7885.74,5.7345,12,6,5,4,4,0,0,True,True,False,0.2894486692015209,2104,0.26851098454027666,2458,657.145,0,307,377
1,5,3,3,4,1554.63,1.0873,3,6,1,0,0,0,0,True,True,True,0.491083079599826,2299,0.27880434782608693,1840,518.21,0,228,418
2,4,1,0,5,4065.38,1.3687,24,1,4,6,0,1,0,True,False,False,0.29347368421052633,2375,0.2680851063829787,2820,169.39083333333335,1,157,436
8,6,6,1,40,674.2,0.3356,6,4,4,2,6,0,1,False,False,True,0.15355367066393683,3419,0.30601092896174864,366,112.36666666666667,0,350,412
4,4,0,3,23,1244.28,0.8375,7,2,1,5,1,1,0,False,True,False,0.27633417155630063,3579,0.2726831635128578,2061,177.75428571428571,1,16,180
5,2,6,3,30,2607.82,2.031,24,1,8,4,6,0,1,True,True,True,0.15355367066393683,3419,0.2756024096385542,664,108.65916666666668,1,339,284
3,12,8,0,17,1540.63,1.0984,5,5,4,5,4,1,0,False,True,False,0.257201646090535,2916,0.2695035460992908,141,308.12600000000003,0,405,102
3,2,6,2,14,1062.43,0.4889,3,2,5,6,1,1,0,False,True,False,0.15355367066393683,3419,0.2903225806451613,155,354.1433333333334,1,321,67
3,2,4,0,14,429.32,0.2531,1,1,9,5,0,1,0,False,True,False,0.12867729620480575,4453,0.2903225806451613,155,429.32,1,241,71
8,5,8,1,39,3242.52,2.1793,22,5,5,6,4,1,0,True,True,True,0.257201646090535,2916,0.26510944135903297,6122,147.38727272727272,0,429,389
8,5,8,3,39,1041.97,0.7519,4,4,4,4,2,0,0,False,True,False,0.257201646090535,2916,0.26510944135903297,6122,260.4925,0,429,388
2,5,8,0,6,3684.24,2.7763,16,3,1,2,4,0,0,True,True,False,0.257201646090535,2916,0.26096491228070173,912,230.265,1,433,442
6,4,7,1,33,1496.49,0.9578,5,6,7,4,6,0,1,False,True,False,0.45885916203937405,1981,0.27261146496815286,785,299.298,0,382,319
8,5,2,3,39,1407.86,0.4236,4,6,1,4,4,0,0,True,True,True,0.2719298245614035,456,0.26510944135903297,6122,351.965,0,187,382
8,5,7,1,39,2974.67,1.6693,10,5,6,0,5,0,1,True,True,True,0.45885916203937405,1981,0.26510944135903297,6122,297.467,0,388,390
8,4,5,0,38,1201.62,0.4273,7,6,11,3,3,0,0,False,True,False,0.2894486692015209,2104,0.26851098454027666,2458,171.66,0,307,372
5,4,6,3,31,3788.83,2.2643,8,2,4,5,1,1,0,False,True,False,0.15355367066393683,3419,0.27392120075046905,1066,473.60375,1,340,292
1,5,4,3,4,2057.16,0.9272,8,6,3,1,1,0,0,True,True,True,0.12867729620480575,4453,0.27880434782608693,1840,257.145,0,269,423
1,5,2,3,4,1417.4,0.4361,3,6,9,4,5,0,1,False,True,False,0.2719298245614035,456,0.27880434782608693,1840,472.4666666666667,0,188,429
1,4,7,1,3,4473.26,2.0254,11,7,3,1,2,0,0,False,True,False,0.45885916203937405,1981,0.27113095238095236,3360,406.66,0,378,399
1,5,11,0,4,596.9,0.3687,3,8,5,1,3,0,0,False,True,False,0.22524436889077773,2353,0.27880434782608693,1840,198.96666666666667,0,115,425
0,5,0,2,1,840.65,0.6419,6,5,4,1,6,0,1,False,False,False,0.27633417155630063,3579,0.2759295499021526,511,140.10833333333332,0,1,138
1,4,3,2,3,967.8,0.5357,2,6,5,4,4,0,0,False,True,False,0.491083079599826,2299,0.27113095238095236,3360,483.9,0,217,401
8,4,11,1,38,424.89,0.2245,1,5,5,2,0,0,0,False,False,False,0.22524436889077773,2353,0.26851098454027666,2458,424.89,0,113,377
1,5,8,1,4,705.99,0.4876,6,7,8,2,3,0,0,False,True,False,0.257201646090535,2916,0.27880434782608693,1840,117.665,0,430,428
4,2,0,3,22,2160.86,1.1475,21,3,5,1,3,0,0,True,True,True,0.27633417155630063,3579,0.2723673792557403,1263,102.89809523809524,1,15,175
2,4,5,3,5,1642.66,1.2722,8,1,3,5,6,1,1,True,False,True,0.2894486692015209,2104,0.2680851063829787,2820,205.3325,1,311,435
2,4,0,0,5,5998.6,2.9832,7,2,4,5,1,1,0,True,True,False,0.27633417155630063,3579,0.2680851063829787,2820,856.9428571428572,1,35,436
1,4,3,2,3,954.66,0.4179,2,1,12,0,1,0,0,False,False,False,0.491083079599826,2299,0.27113095238095236,3360,477.33,1,217,397
3,10,9,0,16,7275.96,4.6999,21,6,10,3,3,0,0,True,True,False,0.5224839400428265,1401,0.27702702702702703,148,346.4742857142857,0,445,85
5,2,11,1,30,603.79,0.3646,2,2,6,4,0,0,0,False,True,False,0.22524436889077773,2353,0.2756024096385542,664,301.895,1,105,282
1,4,11,0,3,1289.25,0.9363,3,6,2,5,0,1,0,False,True,False,0.22524436889077773,2353,0.27113095238095236,3360,429.75,0,104,398
0,5,4,2,1,3841.84,1.4566,17,1,12,1,2,0,0,True,False,False,0.12867729620480575,4453,0.2759295499021526,511,225.99058823529413,1,236,135
4,2,11,1,22,295.0,0.0948,2,1,9,3,4,0,0,False,False,False,0.22524436889077773,2353,0.2723673792557403,1263,147.5,1,96,179
1,4,8,2,3,8978.61,6.866,11,6,3,0,0,0,0,True,True,False,0.257201646090535,2916,0.27113095238095236,3360,816.2372727272727,0,419,399
1,4,1,1,3,1733.36,1.2692,7,5,11,5,5,1,1,False,True,False,0.29347368421052633,2375,0.27113095238095236,3360,247.62285714285713,0,144,396
2,5,0,3,6,3795.5,2.4389,19,1,8,5,6,1,1,True,False,True,0.27633417155630063,3579,0.26096491228070173,912,199.76315789473685,1,36,452
4,4,5,0,23,3662.79,1.548,6,2,10,3,6,0,1,True,True,False,0.2894486692015209,2104,0.2726831635128578,2061,610.465,1,292,181
8,5,6,0,39,3653.71,1.4999,14,4,1,2,0,0,0,True,True,False,0.15355367066393683,3419,0.26510944135903297,6122,260.9792857142857,0,348,382
8,4,8,0,38,5036.39,2.0362,7,5,12,5,4,1,0,True,True,False,0.257201646090535,2916,0.26851098454027666,2458,719.4842857142858,0,428,373
3,10,8,1,16,1700.69,0.6017,5,5,4,6,5,1,1,False,True,False,0.257201646090535,2916,0.27702702702702703,148,340.13800000000003,0,404,90
1,5,4,1,4,400.94,0.2831,1,3,3,4,0,0,0,False,False,True,0.12867729620480575,4453,0.27880434782608693,1840,400.94,1,269,423
3,12,0,0,17,630.1,0.2198,3,5,11,1,0,0,0,False,True,False,0.27633417155630063,3579,0.2695035460992908,141,210.03333333333333,0,9,98
3,10,7,3,16,3239.59,1.1612,21,6,2,4,4,0,0,False,True,False,0.45885916203937405,1981,0.27702702702702703,148,154.26619047619047,0,364,88
4,4,8,2,23,1896.69,1.4453,4,2,5,6,1,1,0,False,True,False,0.257201646090535,2916,0.2726831635128578,2061,474.1725,1,412,187
8,5,7,3,39,1430.76,0.8372,7,1,11,5,6,1,1,False,False,False,0.45885916203937405,1981,0.26510944135903297,6122,204.3942857142857,1,388,384
8,5,11,1,39,1194.63,0.8908,4,6,4,1,1,0,0,True,True,True,0.22524436889077773,2353,0.26510944135903297,6122,298.6575,0,114,388
2,4,10,3,5,999.35,0.5787,4,4,6,0,3,0,0,False,True,True,0.19724375538329025,2322,0.2680851063829787,2820,249.8375,0,76,438
8,5,4,0,39,895.4,0.4617,8,5,3,6,5,1,1,False,True,False,0.12867729620480575,4453,0.26510944135903297,6122,111.925,0,268,387
8,2,6,2,37,3095.03,1.3254,11,6,2,2,2,0,0,True,True,True,0.15355367066393683,3419,0.26897470039946736,1502,281.36636363636364,0,346,362
2,4,7,1,5,1254.28,0.4559,6,1,1,1,2,0,0,True,False,True,0.45885916203937405,1981,0.2680851063829787,2820,209.04666666666665,1,391,430
1,4,9,0,3,1836.14,1.0898,8,9,12,1,4,0,0,False,True,False,0.5224839400428265,1401,0.27113095238095236,3360,229.5175,0,460,397
1,2,6,3,2,5925.08,1.92,16,5,7,2,0,0,0,True,False,True,0.15355367066393683,3419,0.23582089552238805,335,370.3175,0,327,271
4,2,4,2,22,525.19,0.2835,7,2,11,3,6,0,1,False,True,True,0.12867729620480575,4453,0.2723673792557403,1263,75.02714285714286,1,250,170
0,5,2,2,1,6853.99,5.3181,10,11,12,5,2,1,0,True,False,True,0.2719298245614035,456,0.2759295499021526,511,685.399,0,163,135
5,4,8,2,31,280.11,0.107,3,2,2,5,1,1,0,False,True,False,0.257201646090535,2916,0.27392120075046905,1066,93.37,1,421,290
8,4,1,3,38,2374.65,0.746,11,1,9,2,3,0,0,True,False,True,0.29347368421052633,2375,0.26851098454027666,2458,215.87727272727273,1,153,381
8,4,5,2,38,609.45,0.487,8,5,10,0,5,0,1,False,True,False,0.2894486692015209,2104,0.26851098454027666,2458,76.18125,0,307,371
2,4,8,1,5,1960.86,1.5167,8,1,10,5,0,1,0,False,True,False,0.257201646090535,2916,0.2680851063829787,2820,245.1075,1,432,431
2,4,7,0,5,3914.31,2.0181,14,2,7,3,5,0,1,True,True,True,0.45885916203937405,1981,0.2680851063829787,2820,279.5935714285714,1,391,439
1,4,6,2,3,733.21,0.5666,7,7,4,0,1,0,0,False,True,True,0.15355367066393683,3419,0.27113095238095236,3360,104.74428571428572,0,338,400
4,10,10,3,27,395.17,0.2736,3,7,10,3,4,0,0,False,True,False,0.19724375538329025,2322,0.25862068965517243,58,131.72333333333333,0,60,229
8,4,0,1,38,7545.74,2.4742,11,5,1,5,5,1,1,True,True,True,0.27633417155630063,3579,0.26851098454027666,2458,685.9763636363637,0,31,370
0,4,11,1,0,1467.16,0.873,2,4,11,4,1,0,0,False,False,False,0.22524436889077773,2353,0.2847222222222222,432,733.58,0,81,2
8,5,3,2,39,4830.11,2.7439,10,5,4,3,2,0,0,True,True,True,0.491083079599826,2299,0.26510944135903297,6122,483.01099999999997,0,227,388
8,2,4,1,37,771.99,0.5807,3,5,9,4,3,0,0,False,True,False,0.12867729620480575,4453,0.26897470039946736,1502,257.33,0,266,369
8,5,0,3,39,7999.15,6.3772,13,6,12,0,0,0,0,True,True,True,0.27633417155630063,3579,0.26510944135903297,6122,615.3192307692308,0,32,385
6,5,2,2,34,1492.79,0.5456,5,1,11,6,0,1,0,False,False,False,0.2719298245614035,456,0.3247232472324723,271,298.558,1,182,324
8,5,5,1,39,958.07,0.7506,4,6,12,2,2,0,0,False,True,False,0.2894486692015209,2104,0.26510944135903297,6122,239.5175,0,308,385
0,4,4,2,0,1039.44,0.7396,5,5,6,4,3,0,0,True,True,False,0.12867729620480575,4453,0.2847222222222222,432,207.888,0,235,8
1,5,6,0,4,344.61,0.238,3,1,7,1,2,0,0,False,False,False,0.15355367066393683,3419,0.27880434782608693,1840,114.87,1,349,427
5,2,4,0,30,569.81,0.2614,3,1,12,3,4,0,0,False,False,False,0.12867729620480575,4453,0.2756024096385542,664,189.93666666666664,1,259,277
1,4,3,3,3,1831.14,1.4536,3,1,4,4,5,0,1,False,False,False,0.491083079599826,2299,0.27113095238095236,3360,610.38,1,217,400
4,6,8,0,24,2301.78,1.3012,12,3,1,2,5,0,1,False,True,False,0.257201646090535,2916,0.25328330206378985,533,191.81500000000003,1,413,192
8,4,8,3,38,4728.4,2.2403,18,4,3,1,6,0,1,True,True,True,0.257201646090535,2916,0.26851098454027666,2458,262.68888888888887,0,428,375
8,5,6,1,39,652.45,0.2477,4,6,12,0,0,0,0,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,163.1125,0,348,385
8,5,6,0,39,1856.38,0.6882,2,5,8,6,4,1,0,False,True,False,0.15355367066393683,3419,0.26510944135903297,6122,928.19,0,348,392
3,12,11,0,17,1482.13,0.507,5,5,4,4,3,0,0,False,True,False,0.22524436889077773,2353,0.2695035460992908,141,296.42600000000004,0,90,102
8,5,5,2,39,1991.86,1.2856,7,4,7,5,3,1,0,False,True,False,0.2894486692015209,2104,0.26510944135903297,6122,284.5514285714286,0,308,391
0,5,1,2,1,635.94,0.3656,8,4,10,4,2,0,0,False,True,True,0.29347368421052633,2375,0.2759295499021526,511,79.4925,0,123,133
4,2,0,2,22,1748.51,0.9393,3,2,1,4,0,0,0,False,True,False,0.27633417155630063,3579,0.2723673792557403,1263,582.8366666666667,1,15,168
8,5,4,2,39,292.19,0.0877,1,1,12,5,6,1,1,False,False,False,0.12867729620480575,4453,0.26510944135903297,6122,292.19,1,268,385
8,5,0,2,39,829.66,0.3911,4,4,10,1,6,0,1,False,True,True,0.27633417155630063,3579,0.26510944135903297,6122,207.415,0,32,383
4,4,11,0,23,1307.88,0.9489,4,2,2,6,1,1,0,False,True,False,0.22524436889077773,2353,0.2726831635128578,2061,326.97,1,97,184
8,4,11,0,38,1122.48,0.8141,8,5,6,1,0,0,0,False,True,False,0.22524436889077773,2353,0.26851098454027666,2458,140.31,0,113,378
8,5,8,1,39,1807.86,1.1104,5,1,8,3,4,0,0,False,False,False,0.257201646090535,2916,0.26510944135903297,6122,361.572,1,429,392
1,4,11,1,3,981.36,0.7476,5,6,1,0,0,0,0,False,True,True,0.22524436889077773,2353,0.27113095238095236,3360,196.272,0,104,394
1,5,0,0,4,1552.04,0.9746,6,8,10,2,5,0,1,True,True,False,0.27633417155630063,3579,0.27880434782608693,1840,258.67333333333335,0,33,419
8,5,4,0,39,1255.52,0.9455,8,4,3,0,4,0,0,False,False,False,0.12867729620480575,4453,0.26510944135903297,6122,156.94,0,268,387
2,4,4,3,5,928.73,0.7039,8,2,5,3,6,0,1,False,True,False,0.12867729620480575,4453,0.2680851063829787,2820,116.09125,1,271,437
